text,word_count,source,topic
"Plant milks—such as soy milk, almond milk, cashew milk, grain milks (oat milk, flax milk and rice milk), hemp milk, and coconut milk—are used in place of cow or goat milk.[j] Soy milk provides around 7 g (1⁄4oz) of protein per cup (240 mL or 8 fl oz), compared with 8 g (2/7oz) of protein per cup of cow's milk. Almond milk is lower in dietary energy, carbohydrates, and protein. Soy milk should not be used as a replacement for breast milk for babies. Babies who are not breastfed may be fed commercial infant formula, normally based on cow milk or soy. The latter is known as soy-based infant formula or SBIF.",112,https://en.wikipedia.org/wiki/Veganism,Veganism
"Common animal-derived ingredients include tallow in soap; collagen-derived glycerine, which used as a lubricant and humectant in many haircare products, moisturizers, shaving foams, soaps and toothpastes; lanolin from sheep's wool, often found in lip balm and moisturizers; stearic acid, a common ingredient in face creams, shaving foam and shampoos (like glycerine, it can be plant-based, but is usually animal-derived); lactic acid, an alpha-hydroxy acid derived from animal milk, used in moisturizers; allantoin—from the comfrey plant or cow urine—found in shampoos, moisturizers and toothpaste; and carmine from scale insects, such as the female cochineal, used in food and cosmetics to produce red and pink shades;",104,https://en.wikipedia.org/wiki/Veganism,Veganism
"A concern is the case of medications, which are routinely tested on animals to ensure they are effective and safe, and may also contain animal ingredients, such as lactose, gelatine, or stearates. There may be no alternatives to prescribed medication or these alternatives may be unsuitable, less effective, or have more adverse side effects. Experimentation with laboratory animals is also used for evaluating the safety of vaccines, food additives, cosmetics, household products, workplace chemicals, and many other substances. Vegans may avoid certain vaccines, such as the flu vaccine, which is commonly produced in chicken eggs. An effective alternative, Flublok, is widely available in the United States.",106,https://en.wikipedia.org/wiki/Veganism,Veganism
"The Academy of Nutrition and Dietetics consider well-planned vegetarian and vegan diets ""appropriate for all stages of the life cycle, including pregnancy, lactation, infancy, childhood, adolescence, older adulthood, and for athletes. The German Society for Nutrition cautioned against a vegan diet for pregnant women, breastfeeding women, babies, children, and adolescents. The position of the Canadian Pediatric Society is that ""well-planned vegetarian and vegan diets with appropriate attention to specific nutrient components can provide a healthy alternative lifestyle at all stages of fetal, infant, child and adolescent growth. It is recommended that attention should be given to nutrient intake, particularly protein, vitamins B12 and D, essential fatty acids, iron, zinc, and calcium.",111,https://en.wikipedia.org/wiki/Veganism,Veganism
"Donald Watson, co-founder of The Vegan Society, asked why he was an ethical vegan, replied, ""If an open-minded, honest person pursues a course long enough, and listens to all the criticisms, and in one's own mind can satisfactorily meet all the criticisms against that idea, sooner or later one's resistance against what one sees as evil tradition has to be discarded."" Of bloodsports, he has said that ""to kill creatures for fun must be the very dregs"" and that vivisection and animal experimentation ""is probably the cruelest of all Man's attack on the rest of Creation."" He has also said, ""vegetarianism, whilst being a necessary stepping-stone between meat eating and veganism, is only a stepping stone.""",116,https://en.wikipedia.org/wiki/Veganism,Veganism
"Alex Hershaft, co-founder of the Farm Animal Rights Movement and Holocaust survivor, says he ""was always bothered by the idea of hitting a beautiful, living, innocent animal over the head, cutting him up into pieces, then shoving the pieces into [his] mouth"" and that his experiences in the Nazi Holocaust allowed him ""to empathize with the conditions of animals in factory farms, auction yards, and slaughterhouses"" because he ""knows firsthand what it's like to be treated like a worthless object."" Several animal rights activists, including Isaac Bashevis Singer, Gary Yourofsky and Karen Davis, have compared the cruel treatment of animals in CAFOs and slaughterhouses to the Holocaust.",107,https://en.wikipedia.org/wiki/Veganism,Veganism
"David Pearce, a transhumanist philosopher, has argued that humanity has a ""hedonistic imperative"" not merely to avoid cruelty to animals caused by humans but also to redesign the global ecosystem such that wild animal suffering in nature ceases to exist. In pursuit of abolishing suffering, Pearce promotes predation elimination among animals and the ""cross-species global analogue of the welfare state"". Fertility regulation could maintain herbivore populations at sustainable levels, ""a more civilised and compassionate policy option than famine, predation, and disease"". The increasing number of vegans and vegetarians in the transhumanism movement has been attributed in part to Pearce's influence.",100,https://en.wikipedia.org/wiki/Veganism,Veganism
"The Vegan Society has written, ""by extension, [veganism] promotes the development and use of animal-free alternatives for the benefit of humans."" Many ethical vegans and vegan organizations cite the poor working conditions of slaughterhouse workers as a reason to reject animal products. The first vegan activist, Donald Watson, has asked, ""If these butchers and vivisectors weren't there, could we perform the acts that they are doing? And, if we couldn't, we have no right to expect them to do it on our behalf. Full stop! That simply compounds the issue. It means that we're not just exploiting animals; we're exploiting human beings.""",102,https://en.wikipedia.org/wiki/Veganism,Veganism
"Some people follow a vegan diet but not other aspects of veganism. Dietary veganism is limited to following a plant-based diet. Dietary veganism is in contrast to ethical veganism which is defined as a philosophical belief that is a protected characteristic under the UK's Equality Act 2010. Authors like Richard Twine and Breeze Harper argue that dietary veganism cannot be called veganism, as veganism is more than a diet. Gary L. Francione has argued that the promotion of ""dietary veganism"" lacks the moral imperative expressed by Leslie J. Cross, an early and influential vice-president of The Vegan Society, who said in 1949 that veganism was ""the abolition of the exploitation of animals by man"".",114,https://en.wikipedia.org/wiki/Veganism,Veganism
"A 2015 study determined that significant biodiversity loss can be attributed to the growing demand for meat, a significant driver of deforestation and habitat destruction, with species-rich habitats converted to agriculture for livestock production. A 2017 World Wildlife Fund study found that 60% of biodiversity loss can be attributed to the vast scale of feed crop cultivation needed to rear tens of billions of farm animals, which puts enormous strain on natural resources, resulting in extensive loss of lands and species. In 2017, 15,364 world scientists signed a warning to humanity calling for, among other things, ""promoting dietary shifts towards mostly plant-based foods"".",103,https://en.wikipedia.org/wiki/Veganism,Veganism
"A 2022 study found that for high-income nations alone 100 billion tons of carbon dioxide could be removed from the air by the end of the century through a shift to plant-based diets and re-wilding of farmlands. The researchers coined the term double climate dividend to describe the effect that re-wilding after a diet shift can have. But they note: ""We don't have to be purist about this, even just cutting animal intake would be helpful. If half of the public in richer regions cut half the animal products in their diets, you're still talking about a massive opportunity in environmental outcomes and public health"".",105,https://en.wikipedia.org/wiki/Veganism,Veganism
"Streams within a number of religious traditions encourage veganism, sometimes on ethical or environmental grounds. Scholars have especially noted the growth in the 21st century of Jewish veganism, as well as Jain veganism. Some religious interpretations, such as Christian vegetarianism, Hindu vegetarianism, and Buddhist vegetarianism, also recommend or mandate a vegan diet. Donald Watson argued, ""If Jesus were alive today, he'd be an itinerant vegan propagandist instead of an itinerant preacher of those days, spreading the message of compassion, which, as I see it, is the only useful part of what religion has to offer and, sad as it seems, I doubt if we have to enroll our priest as a member of the Vegan Society.""",116,https://en.wikipedia.org/wiki/Veganism,Veganism
"In 2021, vegan climate activist Greta Thunberg called for more vegan food production and consumption worldwide. Parties like Tierschutzpartei in Germany and PACMA in Spain have pro-vegan agendas. They cooperate via Animal Politics EU. In the European Union, meat producers and vegans debate whether vegan food products should be allowed to use terms like ""sausages"" or ""burgers"". The EU bans labeling vegan products with dairy-related words like ""almond milk"", a rule instated in 2017. As of 2019[update], six countries in Europe apply higher value-added tax (VAT) rates to vegan plant milk than to cow milk, which pro-vegan activists have called discrimination.",101,https://en.wikipedia.org/wiki/Veganism,Veganism
"Often vegan or vegetarian characters are portrayed as fringe characters, although other novels cast them as protagonists or encourage people to become vegetarians or vegans. Some have argued that there are more vegan cookbooks than ""vegan literature"" There are also books that introduce ""vegan identity to children"" or encourage people to ""write for"" animals. Also, Bruce Banner in Ultimate Wolverine vs. Hulk and Karolina Dean in Runaways, who is also known as Lucy in the Sky or L.S.D., are vegans. The latter is a lesbian, a vegan, and ""an ardent animal lover...committed to a life completely free of meat and dairy.""",101,https://en.wikipedia.org/wiki/Veganism,Veganism
"Another pathway for effects of meal timing on metabolism lies in the influence of the circadian rhythm over the endocrine system, especially on glucose metabolism and leptin. Preliminary studies found that eating when melatonin is secreted – during darkness and commonly when sleeping at night – is associated with increased glucose levels in young healthy adults, and obesity and cardiovascular disorders in less healthy individuals. Reviews on obesity prevention concluded that ""meal timing appears as a new potential target in weight control strategies"" and suggest that ""timing and content of food intake, physical activity, and sleep may be modulated to counteract"" circadian and metabolic genetic predispositions to obesity.",108,https://en.wikipedia.org/wiki/Intermittent_fasting,Intermittent_fasting
"The USDA food pyramid was created in 1992 and divided into six horizontal sections containing depictions of foods from each section's food group. It was updated in 2005 with black and white vertical wedges replacing the horizontal sections and renamed MyPyramid. MyPyramid was often displayed with the food images absent, creating a more abstract design. In an effort to restructure food nutrition guidelines, the USDA rolled out its new MyPlate program in June 2011. My Plate is divided into four slightly different sized quadrants, with fruits and vegetables taking up half the space, and grains and protein making up the other half. The vegetables and grains portions are the largest of the four.",113,https://en.wikipedia.org/wiki/Food_pyramid_(nutrition),Food_pyramid_(nutrition)
"A vegetable is a part of a plant consumed by humans that is generally savory but is not sweet. A vegetable is not considered a grain, fruit, nut, spice, or herb. For example, the stem, root, flower, etc., may be eaten as vegetables. Vegetables contain many vitamins and minerals; however, different vegetables contain different balances of micronutrients, so it is important to eat a wide variety of types. For example, orange and dark green vegetables typically contain vitamin A, dark green vegetables contain vitamin C, and vegetables like broccoli and related plants contain iron and calcium. Vegetables are very low in fats and calories, but ingredients added in preparation can often add them.",113,https://en.wikipedia.org/wiki/Food_pyramid_(nutrition),Food_pyramid_(nutrition)
"In April 1991, the U.S. Department of Agriculture (USDA) halted publication of its Eating Right Pyramid, due to objections raised by meat and dairy lobbying groups concerning the guide’s display of their products. Despite the USDA’s explanations that the guide required further research and testing, it was not until one year later—after its content was supported by additional research—that the Eating Right Pyramid was officially released. This time, even the guide’s graphic design was altered to appease industry concerns. This incident was only one of many in which the food industry attempted to alter federal dietary recommendations in their own economic self-interest.",102,https://en.wikipedia.org/wiki/Food_pyramid_(nutrition),Food_pyramid_(nutrition)
"The fats group as a whole have been put at the tip of the pyramid, under the direction to eat as little as possible, which some people have considered problematic. The guide instructs people to limit fat intake as much as possible, which can cause health problems because fat is essential to overall health. Research suggests that unsaturated fats aid in weight loss, reduce heart disease risk, lower blood sugar, and even lower cholesterol. Also, they are very long sustaining, and help keep blood sugar at a steady level. On top of that, these fats help brain function as well.",100,https://en.wikipedia.org/wiki/Food_pyramid_(nutrition),Food_pyramid_(nutrition)
"Pharmacology is not synonymous with pharmacy and the two terms are frequently confused. Pharmacology, a biomedical science, deals with the research, discovery, and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals. In contrast, pharmacy, a health services profession, is concerned with the application of the principles learned from pharmacology in its clinical settings; whether it be in a dispensing or clinical care role. In either field, the primary contrast between the two is their distinctions between direct-patient care, pharmacy practice, and the science-oriented research field, driven by pharmacology.",100,https://en.wikipedia.org/wiki/Pharmacology,Pharmacology
"Medication is said to have a narrow or wide therapeutic index, certain safety factor or therapeutic window. This describes the ratio of desired effect to toxic effect. A compound with a narrow therapeutic index (close to one) exerts its desired effect at a dose close to its toxic dose. A compound with a wide therapeutic index (greater than five) exerts its desired effect at a dose substantially below its toxic dose. Those with a narrow margin are more difficult to dose and administer, and may require therapeutic drug monitoring (examples are warfarin, some antiepileptics, aminoglycoside antibiotics). Most anti-cancer drugs have a narrow therapeutic margin: toxic side-effects are almost always encountered at doses used to kill tumors.",116,https://en.wikipedia.org/wiki/Pharmacology,Pharmacology
"Systems for medical classification of drugs with pharmaceutical codes have been developed. These include the National Drug Code (NDC), administered by Food and Drug Administration.; Drug Identification Number (DIN), administered by Health Canada under the Food and Drugs Act; Hong Kong Drug Registration, administered by the Pharmaceutical Service of the Department of Health (Hong Kong) and National Pharmaceutical Product Index in South Africa. Hierarchical systems have also been developed, including the Anatomical Therapeutic Chemical Classification System (AT, or ATC/DDD), administered by World Health Organization; Generic Product Identifier (GPI), a hierarchical classification number published by MediSpan and SNOMED, C axis. Ingredients of drugs have been categorised by Unique Ingredient Identifier.",109,https://en.wikipedia.org/wiki/Pharmacology,Pharmacology
"By contrast, bioengineering is generally thought of as a related field that more heavily emphasizes higher systems approaches (not necessarily the altering or using of biological materials directly) for interfacing with and utilizing living things. Bioengineering is the application of the principles of engineering and natural sciences to tissues, cells, and molecules. This can be considered as the use of knowledge from working with and manipulating biology to achieve a result that can improve functions in plants and animals. Relatedly, biomedical engineering is an overlapping field that often draws upon and applies biotechnology (by various definitions), especially in certain sub-fields of biomedical or chemical engineering such as tissue engineering, biopharmaceutical engineering, and genetic engineering.[citation needed]",115,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"Agriculture has been theorized to have become the dominant way of producing food since the Neolithic Revolution. Through early biotechnology, the earliest farmers selected and bred the best-suited crops (e.g., those with the highest yields) to produce enough food to support a growing population. As crops and fields became increasingly large and difficult to maintain, it was discovered that specific organisms and their by-products could effectively fertilize, restore nitrogen, and control pests. Throughout the history of agriculture, farmers have inadvertently altered the genetics of their crops through introducing them to new environments and breeding them with other plants — one of the first forms of biotechnology.[clarification needed]",107,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"The MOSFET invented at Bell Labs between 1955 and 1960, Two years later, Leland C. Clark and Champ Lyons invented the first biosensor in 1962. Biosensor MOSFETs were later developed, and they have since been widely used to measure physical, chemical, biological and environmental parameters. The first BioFET was the ion-sensitive field-effect transistor (ISFET), invented by Piet Bergveld in 1970. It is a special type of MOSFET, where the metal gate is replaced by an ion-sensitive membrane, electrolyte solution and reference electrode. The ISFET is widely used in biomedical applications, such as the detection of DNA hybridization, biomarker detection from blood, antibody detection, glucose measurement, pH sensing, and genetic technology.",110,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"Industrial biotechnology (known mainly in Europe as white biotechnology) is the application of biotechnology for industrial purposes, including industrial fermentation. It includes the practice of using cells such as microorganisms, or components of cells like enzymes, to generate industrially useful products in sectors such as chemicals, food and feed, detergents, paper and pulp, textiles and biofuels. In the current decades, significant progress has been done in creating genetically modified organisms (GMOs) that enhance the diversity of applications and economical viability of industrial biotechnology. By using renewable raw materials to produce a variety of chemicals and fuels, industrial biotechnology is actively advancing towards lowering greenhouse gas emissions and moving away from a petrochemical-based economy.",113,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"Synthetic biology is considered one of the essential cornerstones in industrial biotechnology due to its financial and sustainable contribution to the manufacturing sector. Jointly biotechnology and synthetic biology play a crucial role in generating cost-effective products with nature-friendly features by using bio-based production instead of fossil-based. Synthetic biology can be used to engineer model microorganisms, such as Escherichia coli, by genome editing tools to enhance their ability to produce bio-based products, such as bioproduction of medicines and biofuels. For instance, E. coli and Saccharomyces cerevisiae in a consortium could be used as industrial microbes to produce precursors of the chemotherapeutic agent paclitaxel by applying the metabolic engineering in a co-culture approach to exploit the benefits from the two microbes.",119,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"Another example of synthetic biology applications in industrial biotechnology is the re-engineering of the metabolic pathways of E. coli by CRISPR and CRISPRi systems toward the production of a chemical known as 1,4-butanediol, which is used in fiber manufacturing. In order to produce 1,4-butanediol, the authors alter the metabolic regulation of the Escherichia coli by CRISPR to induce point mutation in the gltA gene, knockout of the sad gene, and knock-in six genes (cat1, sucD, 4hbd, cat2, bld, and bdh). Whereas CRISPRi system used to knockdown the three competing genes (gabD, ybgC, and tesB) that affect the biosynthesis pathway of 1,4-butanediol. Consequently, the yield of 1,4-butanediol significantly increased from 0.9 to 1.8 g/L.",113,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"Environmental biotechnology includes various disciplines that play an essential role in reducing environmental waste and providing environmentally safe processes, such as biofiltration and biodegradation. The environment can be affected by biotechnologies, both positively and adversely. Vallero and others have argued that the difference between beneficial biotechnology (e.g., bioremediation is to clean up an oil spill or hazard chemical leak) versus the adverse effects stemming from biotechnological enterprises (e.g., flow of genetic material from transgenic organisms into wild strains) can be seen as applications and implications, respectively. Cleaning up environmental wastes is an example of an application of environmental biotechnology; whereas loss of biodiversity or loss of containment of a harmful microbe are examples of environmental implications of biotechnology.[citation needed]",119,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"In 1988, after prompting from the United States Congress, the National Institute of General Medical Sciences (National Institutes of Health) (NIGMS) instituted a funding mechanism for biotechnology training. Universities nationwide compete for these funds to establish Biotechnology Training Programs (BTPs). Each successful application is generally funded for five years then must be competitively renewed. Graduate students in turn compete for acceptance into a BTP; if accepted, then stipend, tuition and health insurance support are provided for two or three years during the course of their PhD thesis work. Nineteen institutions offer NIGMS supported BTPs. Biotechnology training is also offered at the undergraduate level and in community colleges.[citation needed]",108,https://en.wikipedia.org/wiki/Biotechnology,Biotechnology
"As part of their adaptation from marine life, terrestrial plants began producing non-marine antioxidants such as ascorbic acid (vitamin C), polyphenols, and tocopherols. The evolution of angiosperm plants between 50 and 200 million years ago resulted in the development of many antioxidant pigments – particularly during the Jurassic period – as chemical defences against reactive oxygen species that are byproducts of photosynthesis. Originally, the term antioxidant specifically referred to a chemical that prevented the consumption of oxygen. In the late 19th and early 20th centuries, extensive study concentrated on the use of antioxidants in important industrial processes, such as the prevention of metal corrosion, the vulcanization of rubber, and the polymerization of fuels in the fouling of internal combustion engines.",120,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Reactive oxygen species produced in cells include hydrogen peroxide (H2O2), hypochlorous acid (HClO), and free radicals such as the hydroxyl radical (·OH), and the superoxide anion (O2−). The hydroxyl radical is particularly unstable and will react rapidly and non-specifically with most biological molecules. This species is produced from hydrogen peroxide in metal-catalyzed redox reactions such as the Fenton reaction. These oxidants can damage cells by starting chemical chain reactions such as lipid peroxidation, or by oxidizing DNA or proteins. Damage to DNA can cause mutations and possibly cancer, if not reversed by DNA repair mechanisms, while damage to proteins causes enzyme inhibition, denaturation, and protein degradation.",106,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Physiological antioxidants are classified into two broad divisions, depending on whether they are soluble in water (hydrophilic) or in lipids (lipophilic). In general, water-soluble antioxidants react with oxidants in the cell cytosol and the blood plasma, while lipid-soluble antioxidants protect cell membranes from lipid peroxidation. These compounds may be synthesized in the body or obtained from the diet. The different antioxidants are present at a wide range of concentrations in body fluids and tissues, with some such as glutathione or ubiquinone mostly present within cells, while others such as uric acid are more systemically distributed (see table below). Some antioxidants are only found in a few organisms, and can be pathogens or virulence factors.",114,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Uric acid has the highest concentration of any blood antioxidant and provides over half of the total antioxidant capacity of human serum. Uric acid's antioxidant activities are also complex, given that it does not react with some oxidants, such as superoxide, but does act against peroxynitrite, peroxides, and hypochlorous acid. Concerns over elevated UA's contribution to gout must be considered one of many risk factors. By itself, UA-related risk of gout at high levels (415–530 μmol/L) is only 0.5% per year with an increase to 4.5% per year at UA supersaturation levels (535+ μmol/L). Many of these aforementioned studies determined UA's antioxidant actions within normal physiological levels, and some found antioxidant activity at levels as high as 285 μmol/L.",119,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Glutathione has antioxidant properties since the thiol group in its cysteine moiety is a reducing agent and can be reversibly oxidized and reduced. In cells, glutathione is maintained in the reduced form by the enzyme glutathione reductase and in turn reduces other metabolites and enzyme systems, such as ascorbate in the glutathione-ascorbate cycle, glutathione peroxidases and glutaredoxins, as well as reacting directly with oxidants. Due to its high concentration and its central role in maintaining the cell's redox state, glutathione is one of the most important cellular antioxidants. In some organisms glutathione is replaced by other thiols, such as by mycothiol in the Actinomycetes, bacillithiol in some gram-positive bacteria, or by trypanothione in the Kinetoplastids.",115,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"It has been claimed[by whom?] that the α-tocopherol form is the most important lipid-soluble antioxidant, and that it protects membranes from oxidation by reacting with lipid radicals produced in the lipid peroxidation chain reaction. This removes the free radical intermediates and prevents the propagation reaction from continuing. This reaction produces oxidised α-tocopheroxyl radicals that can be recycled back to the active reduced form through reduction by other antioxidants, such as ascorbate, retinol or ubiquinol. This is in line with findings showing that α-tocopherol, but not water-soluble antioxidants, efficiently protects glutathione peroxidase 4 (GPX4)-deficient cells from cell death. GPx4 is the only known enzyme that efficiently reduces lipid-hydroperoxides within biological membranes.[citation needed]",111,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"As with the chemical antioxidants, cells are protected against oxidative stress by an interacting network of antioxidant enzymes. Here, the superoxide released by processes such as oxidative phosphorylation is first converted to hydrogen peroxide and then further reduced to give water. This detoxification pathway is the result of multiple enzymes, with superoxide dismutases catalysing the first step and then catalases and various peroxidases removing hydrogen peroxide. As with antioxidant metabolites, the contributions of these enzymes to antioxidant defenses can be hard to separate from one another, but the generation of transgenic mice lacking just one antioxidant enzyme can be informative.",100,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Catalases are enzymes that catalyse the conversion of hydrogen peroxide to water and oxygen, using either an iron or manganese cofactor. This protein is localized to peroxisomes in most eukaryotic cells. Catalase is an unusual enzyme since, although hydrogen peroxide is its only substrate, it follows a ping-pong mechanism. Here, its cofactor is oxidised by one molecule of hydrogen peroxide and then regenerated by transferring the bound oxygen to a second molecule of substrate. Despite its apparent importance in hydrogen peroxide removal, humans with genetic deficiency of catalase — ""acatalasemia"" — or mice genetically engineered to lack catalase completely, experience few ill effects.",103,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Peroxiredoxins are peroxidases that catalyze the reduction of hydrogen peroxide, organic hydroperoxides, as well as peroxynitrite. They are divided into three classes: typical 2-cysteine peroxiredoxins; atypical 2-cysteine peroxiredoxins; and 1-cysteine peroxiredoxins. These enzymes share the same basic catalytic mechanism, in which a redox-active cysteine (the peroxidatic cysteine) in the active site is oxidized to a sulfenic acid by the peroxide substrate. Over-oxidation of this cysteine residue in peroxiredoxins inactivates these enzymes, but this can be reversed by the action of sulfiredoxin. Peroxiredoxins seem to be important in antioxidant metabolism, as mice lacking peroxiredoxin 1 or 2 have shortened lifespans and develop hemolytic anaemia, while plants use peroxiredoxins to remove hydrogen peroxide generated in chloroplasts.",114,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"The thioredoxin system contains the 12-kDa protein thioredoxin and its companion thioredoxin reductase. Proteins related to thioredoxin are present in all sequenced organisms. Plants, such as Arabidopsis thaliana, have a particularly great diversity of isoforms. The active site of thioredoxin consists of two neighboring cysteines, as part of a highly conserved CXXC motif, that can cycle between an active dithiol form (reduced) and an oxidized disulfide form. In its active state, thioredoxin acts as an efficient reducing agent, scavenging reactive oxygen species and maintaining other proteins in their reduced state. After being oxidized, the active thioredoxin is regenerated by the action of thioredoxin reductase, using NADPH as an electron donor.",110,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Relatively strong reducing acids can have antinutrient effects by binding to dietary minerals such as iron and zinc in the gastrointestinal tract and preventing them from being absorbed. Examples are oxalic acid, tannins and phytic acid, which are high in plant-based diets. Calcium and iron deficiencies are not uncommon in diets in developing countries where less meat is eaten and there is high consumption of phytic acid from beans and unleavened whole grain bread. However, germination, soaking, or microbial fermentation are all household strategies that reduce the phytate and polyphenol content of unrefined cereal. Increases in Fe, Zn and Ca absorption have been reported in adults fed dephytinized cereals compared with cereals containing their native phytate.",116,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Other antioxidants are not obtained from the diet, but instead are made in the body. For example, ubiquinol (coenzyme Q) is poorly absorbed from the gut and is made through the mevalonate pathway. Another example is glutathione, which is made from amino acids. As any glutathione in the gut is broken down to free cysteine, glycine and glutamic acid before being absorbed, even large oral intake has little effect on the concentration of glutathione in the body. Although large amounts of sulfur-containing amino acids such as acetylcysteine can increase glutathione, no evidence exists that eating high levels of these glutathione precursors is beneficial for healthy adults.",106,https://en.wikipedia.org/wiki/Antioxidant,Antioxidant
"Present-day climate change includes both global warming—the ongoing increase in global average temperature—and its wider effects on Earth’s climate system. Climate change in a broader sense also includes previous long-term changes to Earth's climate. The current rise in global temperatures is driven by human activities, especially fossil fuel burning since the Industrial Revolution. Fossil fuel use, deforestation, and some agricultural and industrial practices release greenhouse gases. These gases absorb some of the heat that the Earth radiates after it warms from sunlight, warming the lower atmosphere. Carbon dioxide, the primary gas driving global warming, has increased in concentration by about 50% since the pre-industrial era to levels not seen for millions of years.",113,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"Climate change threatens people with increased flooding, extreme heat, increased food and water scarcity, more disease, and economic loss. Human migration and conflict can also be a result. The World Health Organization calls climate change one of the biggest threats to global health in the 21st century. Societies and ecosystems will experience more severe risks without action to limit warming. Adapting to climate change through efforts like flood control measures or drought-resistant crops partially reduces climate change risks, although some limits to adaptation have already been reached. Poorer communities are responsible for a small share of global emissions, yet have the least ability to adapt and are most vulnerable to climate change.",112,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"Many climate change impacts have been observed in the first decades of the 21st century, with 2024 the warmest on record at +1.60 °C (2.88 °F) since regular tracking began in 1850. Additional warming will increase these impacts and can trigger tipping points, such as melting all of the Greenland ice sheet. Under the 2015 Paris Agreement, nations collectively agreed to keep warming ""well under 2 °C"". However, with pledges made under the Agreement, global warming would still reach about 2.8 °C (5.0 °F) by the end of the century. Limiting warming to 1.5 °C would require halving emissions by 2030 and achieving net-zero emissions by 2050.",107,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"Different regions of the world warm at different rates. The pattern is independent of where greenhouse gases are emitted, because the gases persist long enough to diffuse across the planet. Since the pre-industrial period, the average surface temperature over land regions has increased almost twice as fast as the global average surface temperature. This is because oceans lose more heat by evaporation and oceans can store a lot of heat. The thermal energy in the global climate system has grown with only brief pauses since at least 1970, and over 90% of this extra energy has been stored in the ocean. The rest has heated the atmosphere, melted ice, and warmed the continents.",113,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"The Northern Hemisphere and the North Pole have warmed much faster than the South Pole and Southern Hemisphere. The Northern Hemisphere not only has much more land, but also more seasonal snow cover and sea ice. As these surfaces flip from reflecting a lot of light to being dark after the ice has melted, they start absorbing more heat. Local black carbon deposits on snow and ice also contribute to Arctic warming. Arctic surface temperatures are increasing between three and four times faster than in the rest of the world. Melting of ice sheets near the poles weakens both the Atlantic and the Antarctic limb of thermohaline circulation, which further changes the distribution of heat and precipitation around the globe.",120,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"Before the Industrial Revolution, naturally-occurring amounts of greenhouse gases caused the air near the surface to be about 33 °C warmer than it would have been in their absence. Human activity since the Industrial Revolution, mainly extracting and burning fossil fuels (coal, oil, and natural gas), has increased the amount of greenhouse gases in the atmosphere. In 2022, the concentrations of CO2 and methane had increased by about 50% and 164%, respectively, since 1750. These CO2 levels are higher than they have been at any time during the last 14 million years. Concentrations of methane are far higher than they were over the last 800,000 years.",106,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"Global human-caused greenhouse gas emissions in 2019 were equivalent to 59 billion tonnes of CO2. Of these emissions, 75% was CO2, 18% was methane, 4% was nitrous oxide, and 2% was fluorinated gases. CO2 emissions primarily come from burning fossil fuels to provide energy for transport, manufacturing, heating, and electricity. Additional CO2 emissions come from deforestation and industrial processes, which include the CO2 released by the chemical reactions for making cement, steel, aluminum, and fertilizer. Methane emissions come from livestock, manure, rice cultivation, landfills, wastewater, and coal mining, as well as oil and gas extraction. Nitrous oxide emissions largely come from the microbial decomposition of fertilizer.",106,https://en.wikipedia.org/wiki/Climate_change,Climate_change
"Air pollution, in the form of aerosols, affects the climate on a large scale. Aerosols scatter and absorb solar radiation. From 1961 to 1990, a gradual reduction in the amount of sunlight reaching the Earth's surface was observed. This phenomenon is popularly known as global dimming, and is primarily attributed to sulfate aerosols produced by the combustion of fossil fuels with heavy sulfur concentrations like coal and bunker fuel. Smaller contributions come from black carbon (from combustion of fossil fuels and biomass), and from dust. Globally, aerosols have been declining since 1990 due to pollution controls, meaning that they no longer mask greenhouse gas warming as much.",107,https://en.wikipedia.org/wiki/Climate_change,Climate_change
